"","dwc:catalogNumber","FLORACODE","dwc:samplingProtocol","SURVEYNAME","dwc:eventDate","DATEACCURACY","Date Accuracy Range","dwc:identifiedBy","dwc:individualCount","MUSEUMHERBMNR","RELIABDESC","AMGZONE","EASTING","NORTHING","dwc:decimalLatitude","dwc:decimalLongitude"," dwc:identificationVerificationStatus","dwc:scientificName","dwc:family","dwc:vernacularName","dwc:fieldNotes","dwc:Habitat","dwc:georeferenceRemarks","dwc:SamplingLocationRemarks","ISINDIGENOUSFLAG"
"867","OPP953433-56","OPP953433-56","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS",2019-10-17,"D","Day","PICKETT M.I. Marcus","Present but not counted","","251-500m",54,290800,6121800,-35.02483,138.70696,"verified","Cerastium glomeratum","CARYOPHYLLACEAE","Common Mouse-ear Chickweed","","Eighteen vegetation types recorded mostly mid open forest dominated by Eucalyptus obliqua &/or E. baxteri (as +/- scattered low trees to mid woodland in places). Known/potential habitat for regionally/state/nationally listed fauna species of conservation significance including (not exhaustive):  Sc","Heathfield Council Depot / WWTP B2 FIMS ID 615 (0.5 km SW of Heathfield).Heathfield Council Depot (Adelaide Hills Council); Heathfield Wastewater Treatment Plant (SA Water); private (Haines)","","N"
"868","RVPO83950-379642","RVPO83950-379642","RV","",2006-09-03,"D","Day","POUND L.M. Leanne | OBST C.S. Chris","present but not counted","","251-500m",54,432174,6087213,-35.35607635,140.2534732,"verification required","Asparagus asparagoides (NC)","LILIACEAE","Bridal Creeper","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus incrassata / E. phenax ssp. phenax Mallee","Parrakie North RD 2.7 km NNE of Parrakie","","N"
"869","OPP845578-10","OPP845578-10","OP","RIVER TORRENS LINEAR PARK WEED SURVEY",2013-08-14,"D","Day","ENVIRONMENTAL BIODIVERSITY SERVICES | BROWN T. Tonia | EVERITT A. N/A","present but not counted","","No entered",54,282126,6135400,-34.90047,138.61551,"verified","Medicago truncatula","LEGUMINOSAE","Barrel Medic","Infestation Description (patch no. individuals) =Patch; Weed Type = PATCH; Risk to asset? (Y/N) = NO; Priortisation Rating = P2","","Coordinates taken from start; LGA = Norwood Payneham and St. Peters; MAP ID = 341; Management Unit = NPSP5","","N"
"870","SUP12278-7","SUP12278-7","SU","GAMMON RANGES (NCSSA)",1993-09-19,"D","Day","BEN KAHN A. Ali | VONOW H.P. Helen","present but not counted","","51-100m",54,354053,6616658,-30.57367,139.47803,"verified","Maireana astrotricha","CHENOPODIACEAE","Low Bluebush","","","1.2km NW from Mulga Bore. 1.2km WNW of Mulga Bore or 4.4km SE of gate by turnoff to N3/34 (just NW of mulga grove)","Vulkathunha-Gammon Ranges (NP)","Y"
"871","SUP12186-21","SUP12186-21","SU","STONY DESERTS",1994-11-08,"D","Day","ROBINSON A.C. Tony | BARRATT R.R. Rick","present but not counted","","51-100m",54,288124,6730733,-29.53511,138.8136,"verified","Lythrum hyssopifolia","LYTHRACEAE","Lesser Loosestrife","","","5 km E from Lake Arthur.","","Y"
"872","RVPO83385-376672","RVPO83385-376672","RV","",2006-08-31,"D","Day","POUND L.M. Leanne | OBST C.S. Chris","present but not counted","","1-10km",54,439617,6066707,-35.54144037,140.3338645,"verification required","Leptospermum coriaceum","MYRTACEAE","Dune Tea-tree","Collected using the DEWNR Roadside Vegetation Survey Methodology","Babingtonia behrii / Leptospermum coriaceum Shrubland","Garra North RD 5.4 km NNE of Mount Timothy (summit)","","Y"
"873","RVPU80408-122545","RVPU80408-122545","RV","",2005-06-01,"D","Day","PRESTON C.A. Cathy | ANDERSON R.J. Bob","present but not counted","","251-500m",53,761615,6233216,-34.00909726,137.8327921,"verification required","Oxalis pes-caprae","OXALIDACEAE","Soursob","Collected using the DEWNR Roadside Vegetation Survey Methodology","Exotic Grassland / Herbland","Wallaroo - Port Wakefield RD 0.4 km NNW of Thrington","","N"
"874","OPP650664-25","OPP650664-25","OP","CLLMM BIRD AND VEGETATION ASSESSMENT",2015-10-25,"D","Day","CROFT S.J. Sonia","present but not counted","","251-500m",54,297205,6068405,-35.50724,138.76393,"verified","Lepidosperma carphoides","CYPERACEAE","Black Rapier-sedge","Spp RecordID:7159|","Nil habitat comments recorded.","|Source ProjectID:3|Source WaypointID:500|Access Notes:heritage agreement block between Port Elliot Road and Goftview Road Goolwa Beach|TreatID:Remnant|Planted Year:Remnant|","39 (HA)","Y"
"875","RVPO66631-290310","RVPO66631-290310","RV","",2002-10-11,"D","Day","SMYTH J. John | O'CONNOR H. Hazel","present but not counted","","",NA,NA,NA,NA,NA,"verification required","Senecio pterophorus","COMPOSITAE","African Daisy","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus cladocalyx Woodland with heath understorey","Borlase RD","","N"
"876","RVPU25197-24769","RVPU25197-24769","RV","",1999-11-30,"D","Day","CLARK P.D. Peter | HIGGINS G.M. Graeme","present but not counted","","251-500m",53,560425,6306218,-33.38160797,135.6496452,"verification required","Pittosporum angustifolium","PITTOSPORACEAE","Native Apricot","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus oleosa Mallee","Tod HWY 1.9 km SSE of Gypsum Hill (summit)","","Y"
"877","RVPO43786-189988","RVPO43786-189988","RV","",2001-09-24,"D","Day","DUNBAR K.R. Kelly | COOLING M.P. Marcus","present but not counted","","51-100m",54,488490,6011089,-36.0446738,140.8722163,"verification required","Gramineae sp.","GRAMINEAE","Grass Family","Collected using the DEWNR Roadside Vegetation Survey Methodology","Grassland dominated by alien species +/- emergent native shrubs +/- emergent Eucalyptus spp.","Red Bluff RD 11.4 km NNE of Senior","","Y"
"878","OPP562242-25","OPP562242-25","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS",2012-10-10,"D","Day","BEY S. Simon","present but not counted","","101-250m",53,561000,6162700,-34.67586,135.66586,"verified","Exocarpos aphyllus","SANTALACEAE","Leafless Cherry","","","","","Y"
"879","OPP984611-7","OPP984611-7","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS",2019-10-21,"D","Day","HEFFORD V. Victoria | SLIPPER M. Mandy","Present but not counted","","101-250m",54,292519,6143992,-34.82522,138.7313,"verified","Allocasuarina muelleriana ssp. muelleriana","CASUARINACEAE","Common Oak-bush","dominant on upper slopes","","Anstey Hill (Secret River) PB","Anstey Hill (RP)","Y"
"880","RVPO22294-95294","RVPO22294-95294","RV","",1999-11-18,"D","Day","OBST C.S. Chris | TELFER S. Sarah","present but not counted","","101-250m",54,323491,6187769,-34.43651561,139.0788969,"verification required","Lolium rigidum","GRAMINEAE","Wimmera Ryegrass","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus odorata / Eucalyptus leucoxylon ? Callitris preissii ? Eucalyptus fasciculosa Woodland","Kruschell/Jaegers RD 1.2 km ENE of Carrara Hill (summit)","","N"
"881","OPP798594-51","OPP798594-51","OP","BDBSA RESERVES DATABASE",1954-01-01,"C","Century","KRAEHENBUEHL D.N. Darrell","present but not counted","","101-250m",54,281184,6139950,-34.85927,138.60639,"verified","Dodonaea viscosa ssp. spatulata","SAPINDACEAE","Sticky Hop-bush","","**REM** 1%","YATALA : PT 340","308 (HA)","Y"
"882","OPP329036-1504408","OPP329036-1504408","OP","MLR GRID WEED SURVEYS (NPWSA)",1999-10-18,"D","Day","MITCHELL F. Fay","present but not counted","","101-250m",54,299822,6155978,-34.71868,138.81395,"verified","Eucalyptus goniocalyx (NC)","MYRTACEAE","Long-leaf Box","BRAUN_BLANQUET_DENSITY = 4","","694","Para Wirra (CP)","Y"
"883","SUP15006-5","SUP15006-5","SU","NORTHERN SPENCER GULF",1996-10-15,"D","Day","MALCOLM L.A. Louise | SMITH F.M. Felicity","present but not counted","","5-50m",53,778467,6419400,-32.32765,137.95814,"verified","Dodonaea viscosa ssp. angustissima","SAPINDACEAE","Narrow-leaf Hop-bush","","","South side of ridge line up slope - 650m from T - junction.","The Dutchmans Stern (CP)","Y"
"884","SUP15348-56","SUP15348-56","SU","TILLEY SWAMP",1996-12-05,"D","Day","CROFT T.S. Tim","present but not counted","","51-100m",54,388534,5989793,-36.23031,139.75966,"verified","Acacia spinescens","LEGUMINOSAE","Spiny Wattle","","","3.5km NE from Safari Homestead.","","Y"
"885","SUP10715-19","SUP10715-19","SU","REMNANT VEG OF STH FLEURIEU PENINSULA",1988-03-19,"D","Day","NOT ENTERED - SEE ORIGINAL DATA  -","present but not counted","","",54,284472,6065278,-35.53272,138.6228,"verified","Calytrix tetragona","MYRTACEAE","Common Fringe-myrtle","","","","","Y"
"886","SUP16505-19021","SUP16505-19021","SU","NORTH  EASTERN EYRE PENINSULA",1998-10-16,"D","Day","CARRUTHERS S.M. Sandy | KENNY S.D. Sue","present but not counted","","51-100m",53,704168,6351393,-32.95672,137.1843,"verified","Lichen sp.","Major Group only -Lichens","","","","0.5 km south of sub station.","","Y"
"887","RVPE39992-2","RVPE39992-2","RV","",2001-03-07,"D","Day","CLARK P.D. Peter | HIGGINS G.M. Graeme","present but not counted","","251-500m",53,420026,6435529,-32.21399215,134.1513517,"verification required","Vittadinia sp.","COMPOSITAE","New Holland Daisy","Collected using the DEWNR Roadside Vegetation Survey Methodology","Mixed Native sp. / Exotic sp. Grassland","Eyre Highway HWY 3.2 km ESE of Puntabie","","Y"
"888","OPP958978-96","OPP958978-96","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS",2019-11-04,"D","Day","SHEATH A Andrew | SLIPPER M. Mandy","Present but not counted","","501-1000m",54,301618,6158852,-34.69313,138.83423,"verified","Microtis sp.","ORCHIDACEAE","Onion-orchid","","","Para Wirra (Wirra Campground) B2 (FIMS 624)","Para Wirra (CP)","Y"
"889","OPP984478-23","OPP984478-23","OP","SA WATER LAND MANAGEMENT PLANS",2016-09-26,"D","Day","MILNE T.I. Tim | CROFT T.S. Tim","Present but not counted","","5-50m",54,237646,6326383,-33.16962,138.18661,"verified","Solanum simile","SOLANACEAE","Kangaroo Apple","Eucalyptus socialis mallee","","MA1","","Y"
"890","RVPU42804-53607","RVPU42804-53607","RV","",2001-08-06,"D","Day","CLARK P.D. Peter","present but not counted","","101-250m",54,311509,6138957,-34.87429611,138.9376824,"verification required","Cheilanthes austrotenuifolia","ADIANTACEAE","Annual Rock-fern","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus rubida ssp. rubida Open Forest","(723) URR 0.4 km WSW of Mount Torrens (summit)","","Y"
"891","OPP931789-1","OPP931789-1","OP","MURRAY WETL'D ONGOING SAMDB NRMB",2018-03-27,"D","Day","SAMDB NRM WETLAND MONITORING OBSERV","1","","5-50m",54,475689,6219222,-34.16766,140.73623,"verified","Eucalyptus camaldulensis ssp. camaldulensis","MYRTACEAE","River Red Gum","","","Was originally entered as BKCTH27","","Y"
"892","RVPE58380-1","RVPE58380-1","RV","",2002-05-22,"D","Day","KUBISCH R.V. Ronald | BATEMAN T.V. Teresa","present but not counted","","501-1000m",54,316794,6188772,-34.42630634,139.0062603,"verification required","Eucalyptus leucoxylon ssp.","MYRTACEAE","South Australian Blue Gum","Collected using the DEWNR Roadside Vegetation Survey Methodology","Callitris preissii Low Woodland","Carrara Hill RD 2.4 km WSW of Ebenezer","","Y"
"893","OPP332759-1785899","OPP332759-1785899","OP","WOOMERA PROHIBITED AREA",2007-04-19,"D","Day","VONOW H.P. Helen | CUNNINGHAM D.D. Dean | RAMSAY A.K. Andrea","present but not counted","","5-50m",53,656894,6677086,-30.0272,136.62706,"verified","Boerhavia sp.","NYCTAGINACEAE","Tar-vine","Few.  Trailing prostrate vine 1 m.","Artificial dam against sand dunes adjacent to run off from rocky rises. Growth around dam edge but quite high up dam wall.","Company Dam No. 17 south of Westall Dam. Way Point 11.","","Y"
"894","RVPU82862-128085","RVPU82862-128085","RV","",2006-08-09,"D","Day","POUND L.M. Leanne | OBST C.S. Chris","present but not counted","","1-10km",54,477284,6120536,-35.05764562,140.7508928,"verification required","Austrodanthonia sp. (NC)","GRAMINEAE","","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus phenax ssp. phenax / E. socialis ssp. Mallee","Settlers RD 4.7 km ESE of Karte","","Y"
"895","SUP4046-3","SUP4046-3","SU","STRZELECKI",1990-09-16,"D","Day","ROBINSON A.C. Tony","present but not counted","","5-50m",54,394323,6709878,-29.73681,139.90721,"verified","Pycnosorus pleiocephalus","COMPOSITAE","Soft Billy-buttons","","","5 km W from Mulligan Springs.","","Y"
"896","RVPU41384-49795","RVPU41384-49795","RV","",2001-03-19,"D","Day","WEDDERBURN S.D. Scotte | O'CONNOR P.J. Patrick","present but not counted","","501-1000m",54,321058,6361911,-32.86632637,139.0874793,"verification required","Atriplex stipitata","CHENOPODIACEAE","Bitter Saltbush","Collected using the DEWNR Roadside Vegetation Survey Methodology","Dodonaea viscosa ssp. angustissima Open Shrubland","Barrier HWY 3.2 km ENE of Oodla Wirra","","Y"
"897","RVPO70403-309771","RVPO70403-309771","RV","",2003-10-02,"D","Day","MASON S.J. Sam | OBST C.S. Chris","present but not counted","","501-1000m",54,455481,6160614,-34.69551977,140.5139245,"verification required","Hordeum leporinum","GRAMINEAE","Wall Barley-grass","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus socialis Mallee +/- E.gracilis +/- E. cyanophylla +/- E. leptophylla","Un-named RD 3.9 km SSE of Veitch","","N"
"898","OPP800637-42","OPP800637-42","OP","BDBSA RESERVES DATABASE",1965-01-01,"M","Month","KRAEHENBUEHL D.N. Darrell | BEAUGLEHOLE A.C. Cliff","present but not counted","","1-10km",54,459186,5836187,-37.62052,140.53751,"verified","Limosella australis","SCROPHULARIACEAE","Australian Mudwort","","","Formerly SF37 The Marshes NFR.","The Marshes (NF)","Y"
"899","OPP563309-5","OPP563309-5","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS",2015-04-08,"D","Day","MCCALLUM B.J. Ben","present but not counted","","501-1000m",54,437068,6058486,-35.6154,140.30511,"verified","Calytrix tetragona","MYRTACEAE","Common Fringe-myrtle","","Open to sparse E. arenacea on lower deflated dunes taller dunes E. diversifolia and E. incrassata. Banksia ornata A. pusilla dominant shrubland in low lying areas sand flats between large dunes","Mount Timothy trk trk 2","Ngarkat (CP)","Y"
"900","RVPO78335-350439","RVPO78335-350439","RV","",2004-05-12,"D","Day","POUND L.M. Leanne | OBST C.S. Chris","present but not counted","","501-1000m",53,704029,6350368,-32.96598653,137.1830407,"verification required","Atriplex vesicaria ssp. (NC)","CHENOPODIACEAE","Bladder Saltbush","Collected using the DEWNR Roadside Vegetation Survey Methodology","Atriplex vesicaria +/- M. pyramidata +/- M. sedifolia Low Shrubland","Iron Knob - Puddle Holes Dam RD 2.4 km NNE of Iron Prince (summit)","","Y"
"901","SUP29295-242746","SUP29295-242746","SU","NORTHERN MURRAY MALLEE LANDSCAPE TRIAL",2006-10-24,"D","Day","CROFT T.S. Tim | COOMBE A. Alex","present but not counted","","5-50m",54,418149,6185162,-34.47187,140.10872,"verified","Maireana pentatropis","CHENOPODIACEAE","Erect Mallee Bluebush","","","From Maggea travel at 4 km east on the Wunker Road (Swan Reach - Loxton Road). From the roadside walk at 700 m north across the paddock (crop) to the site in scrub.","","Y"
"902","RVPO93578-422704","RVPO93578-422704","RV","",2009-11-17,"D","Day","REES E.L.R. Erica","present but not counted","","1-10km",54,219799,6427989,-32.24983396,138.0259975,"verification required","Carrichtera annua","CRUCIFERAE","Ward's Weed","Collected using the DEWNR Roadside Vegetation Survey Methodology","Senna artemesioides ssp.coriacea Shrubland","Arden Vale RD 1.7 km WSW of Hieblat (homestead)","","N"
"903","SUP1505-43","SUP1505-43","SU","DANGGALI",1992-05-01,"D","Day","UNIVERSITY OF SA SALISBURY CAMPUS","present but not counted","","101-250m",54,473122,6322928,-33.23225,140.71152,"verified","Senna artemisioides ssp. filifolia","LEGUMINOSAE","Fine-leaf Desert Senna","","","1km N from Tipperary Dam.","Danggali (WA)","Y"
"904","SUP29395-242575","SUP29395-242575","SU","NORTHERN MURRAY MALLEE LANDSCAPE TRIAL",2006-10-26,"D","Day","HEARD L.M.B. Lee | LAWRENCE W.S. Wayne","present but not counted","","5-50m",54,457594,6139665,-34.88452,140.53594,"verified","Dodonaea bursariifolia","SAPINDACEAE","Small Hop-bush","","","From Alawoona travel south 12.6 km to bend. Take track to the south then south-east to the park boundary (sandy in places). From the park boundary head south-west for 2.3 km to the Old Well and Stone Tank. The site is located 700 m to the east (bearing 87 degrees).","Billiatt (WA)","Y"
"905","OPP576654-1","OPP576654-1","OP","DEFEATING THE WEED MENACE-ONGROUND WORKS",2015-06-12,"D","Day","NOT ENTERED - SEE ORIGINAL DATA  -","1","","5-50m",54,380309,5990408,-36.22378,139.66825,"verified","Lycium ferocissimum","SOLANACEAE","African Boxthorn","treated with grasslan applied. Herbicide applied from helicopter","","","Coorong (NP)","N"
"906","RVPO74780-332018","RVPO74780-332018","RV","",2004-01-14,"D","Day","PLAYFAIR R.M. Roger","present but not counted","","251-500m",54,308535,6160410,-34.68040725,138.9100529,"verification required","Scabiosa atropurpurea","DIPSACACEAE","Pincushion","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus camaldulensis Open Forest","Williamstown - Birdwood RD 2.2 km ESE of Williamstown","","N"
"907","SUP14862-33","SUP14862-33","SU","LOWER FLINDERS RANGES",1996-10-09,"D","Day","PLAYFAIR R.M. Roger | ROTHE (EX LAVER) S.M. Samantha","present but not counted","","5-50m",54,294016,6422825,-32.31248,138.81202,"verified","Schismus barbatus","GRAMINEAE","Arabian Grass","","","","","N"
"908","RVPO77287-345163","RVPO77287-345163","RV","",2004-02-03,"D","Day","CLARK P.D. Peter | HIGGINS G.M. Graeme","present but not counted","","51-100m",53,775116,6266299,-33.70767003,137.9684773,"verification required","Echium plantagineum","BORAGINACEAE","Salvation Jane","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus incrassata var. incrassata Mallee","Youngs Road (8) RD 7 km WNW of Wokurna","","N"
"909","RVPO40381-174128","RVPO40381-174128","RV","",2001-03-08,"D","Day","CLARK P.D. Peter | HIGGINS G.M. Graeme","present but not counted","","501-1000m",53,468720,6399041,-32.5455649,134.6668515,"verification required","Gramineae sp.","GRAMINEAE","Grass Family","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus oleosa Mallee","Eyre Highway HWY 5.9 km WNW of Cungena","","Y"
"910","RVPU40666-47452","RVPU40666-47452","RV","",2001-03-10,"D","Day","CLARK P.D. Peter | HIGGINS G.M. Graeme","present but not counted","","251-500m",53,541231,6345000,-33.03271134,135.4415361,"verification required","Maireana brevifolia","CHENOPODIACEAE","Short-leaf Bluebush","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus oleosa Mallee","Eyre Highway HWY 2.5 km WNW of Wudinna","","Y"
"911","OPP328952-1499908","OPP328952-1499908","OP","MLR GRID WEED SURVEYS (NPWSA)",1999-07-22,"D","Day","TE T. Thai","present but not counted","","101-250m",54,293822,6139778,-34.86346,138.7445,"verified","Ricinus communis","EUPHORBIACEAE","Castor Oil Plant","BRAUN_BLANQUET_DENSITY = 4","","84","","N"
"912","OPP620228-17","OPP620228-17","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS",2015-09-25,"D","Day","BARRON P. Phil","present but not counted","","1-10km",53,547085,6161688,-34.68572,135.51403,"verified","Asparagus asparagoides f. asparagoides","LILIACEAE","Bridal Creeper","","","central track","Coffin Bay (NP)","N"
